Timestamp,Frame#,InferenceTime(ms),Flood_Lat,Flood_Lon
2025-10-28 11:36:28,434,11.37,12.97159,77.59459
2025-10-28 11:36:28,435,11.56,12.97159,77.59459
2025-10-28 11:36:28,436,11.35,12.97159,77.59459
2025-10-28 11:36:28,437,11.17,12.97159,77.59459
2025-10-28 11:36:28,438,11.13,12.97159,77.59459
2025-10-28 11:36:28,439,11.14,12.97159,77.59459
2025-10-28 11:36:28,440,11.13,12.97159,77.59459
2025-10-28 11:36:28,441,11.45,12.97159,77.59459
2025-10-28 11:36:28,442,11.44,12.97159,77.59459
2025-10-28 11:36:28,443,11.51,12.97159,77.59459
2025-10-28 11:36:28,444,11.17,12.97159,77.59459
2025-10-28 11:36:28,445,11.14,12.97159,77.59459
2025-10-28 11:36:28,446,11.48,12.97159,77.59459
2025-10-28 11:36:28,447,11.39,12.97159,77.59459
2025-10-28 11:36:28,448,11.16,12.97159,77.59459
2025-10-28 11:36:28,449,11.12,12.97159,77.59459
2025-10-28 11:36:28,450,11.50,12.97159,77.59459
2025-10-28 11:36:28,451,11.46,12.97159,77.59459
2025-10-28 11:36:28,452,11.19,12.97159,77.59459
2025-10-28 11:36:28,453,11.15,12.97159,77.59459
2025-10-28 11:36:28,454,11.51,12.97159,77.59459
2025-10-28 11:36:28,455,11.15,12.97159,77.59459
2025-10-28 11:36:28,456,11.14,12.97159,77.59459
2025-10-28 11:36:28,457,11.17,12.97159,77.59459
2025-10-28 11:36:28,458,11.19,12.97159,77.59459
2025-10-28 11:36:28,459,11.14,12.97159,77.59459
2025-10-28 11:36:28,460,11.17,12.97159,77.59459
2025-10-28 11:36:28,461,11.18,12.97159,77.59459
2025-10-28 11:36:28,462,11.06,12.97159,77.59459
2025-10-28 11:36:28,463,11.32,12.97159,77.59459
2025-10-28 11:36:28,464,11.31,12.97159,77.59459
2025-10-28 11:36:28,465,11.14,12.97159,77.59459
2025-10-28 11:36:28,466,11.34,12.97159,77.59459
2025-10-28 11:36:28,467,11.37,12.97159,77.59459
2025-10-28 11:36:28,468,11.42,12.97159,77.59459
2025-10-28 11:36:28,469,11.14,12.97159,77.59459
2025-10-28 11:36:28,470,11.13,12.97159,77.59459
